URL,Hotel Name,Region
https://www.airbnb.com/rooms/884497843870862507?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&photo_id=1644342165&source_impression_id=p3_1740886266_P3WkYPCKX1rKi_qs&previous_page_section_name=1000,Bright room in downtown 2,Rome
https://www.airbnb.com/rooms/1330576541796326652?search_mode=regular_search&adults=1&check_in=2025-03-04&check_out=2025-03-09&children=0&infants=0&pets=0&source_impression_id=p3_1740886266_P3ujHzZCqUWMttLb&previous_page_section_name=1000,Satrico43 - San Giovanni Stay,Rome
https://www.airbnb.com/rooms/1363932220935659527?search_mode=regular_search&adults=1&check_in=2025-03-03&check_out=2025-03-08&children=0&infants=0&pets=0&source_impression_id=p3_1740886266_P3mvHd7CptaCJUxz&previous_page_section_name=1000,"[Domvs Tibvrtina]+Solarium Zone, Rome",Rome
https://www.airbnb.com/rooms/1075061930712172415?search_mode=regular_search&adults=1&check_in=2025-11-03&check_out=2025-11-08&children=0&infants=0&pets=0&source_impression_id=p3_1740886266_P3cz9KzAWfY0DpfA&previous_page_section_name=1000,Bea's Suite Colosseum - Comfort in the Heart of Rome,Rome
https://www.airbnb.com/rooms/13025995?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-31&check_out=2025-08-05&children=0&infants=0&pets=0&photo_id=155738151&source_impression_id=p3_1740886266_P3igg4iy3JyI5CyJ&previous_page_section_name=1000,Charming room near Colosseo with private bathroom,Rome
https://www.airbnb.com/rooms/667360954653258148?search_mode=regular_search&adults=1&check_in=2025-03-02&check_out=2025-03-07&children=0&infants=0&pets=0&source_impression_id=p3_1740886266_P3mll4IzKRk1Dw1u&previous_page_section_name=1000,Fortuna Apartment Trastevere III,Rome
https://www.airbnb.com/rooms/990767700549586252?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-02&check_out=2025-03-07&children=0&infants=0&pets=0&photo_id=1749036717&source_impression_id=p3_1740886266_P3Kf3mh8FKTaz5X5&previous_page_section_name=1000,Prestigious Private Room - Rome Center,Rome
https://www.airbnb.com/rooms/868302290575886296?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-05-08&check_out=2025-05-13&children=0&infants=0&pets=0&photo_id=1856072642&source_impression_id=p3_1740886266_P3buqOvcKu5BhlTV&previous_page_section_name=1000,Vista San Pietro + Metro A 3min,Rome
https://www.airbnb.com/rooms/1164210277789420357?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-19&check_out=2025-03-24&children=0&infants=0&pets=0&photo_id=1915166888&source_impression_id=p3_1740886266_P31JuyQ8nzWxjZ7k&previous_page_section_name=1000,DaDom - Room with balcony and private bathroom,Rome
https://www.airbnb.com/rooms/52929178?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&photo_id=1546854713&source_impression_id=p3_1740886266_P3-V1gfe3NEqRlVx&previous_page_section_name=1000,THE B&B CACTUS: A COZY POINT OF SUPPORT IN ONE OF THE MOST BEAUTIFUL NEIGHBORHOODS IN ROME!,Rome
